Index,Score,A_abd,A_flex,A_lat,delta_abd,delta_lat_1,delta_lat_2,delta_lat_3,k_lat,t_abd,t_flex,t_lat,t_lat_delay
540,160.8139676983378,0.10016887504633509,0.10005585073474774,0.10202288161987762,0.22084156049283366,2.534041304958117,0.8586996683901065,1.4828843351146381,0.5299849708669773,0.39671388294469473,0.4534352993028361,0.3598483752693789,0.22239688879572433
901,162.98071213376537,0.1000813753696678,0.11009929622561469,0.10199830420177954,0.7236875243383323,2.393335322377534,1.7185325463716545,0.8936823186736974,0.634980152078462,0.24282968054567491,0.24752123122991812,0.13155543795377952,0.2179641073011034
1343,166.03739986293263,0.10592981300920987,0.10338934567829457,0.10001573523303339,0.7009554506948753,2.354773695752124,1.9119911404487797,0.18378420822107144,0.6469749045451939,0.18554874729601412,0.18931647905397023,0.12014220553161067,0.22393488896794744
1071,166.27766962037194,0.1002126324021365,0.10011171213668797,0.10354048041949453,0.30058489612511213,2.1708934704614298,2.0657339066682807,0.6384839488485342,0.5920103289187083,0.2174365598715413,0.25689394223288875,0.012730787325088033,0.21514980503485193
149,166.33195978827712,0.10715770951300113,0.10027695266124444,0.10031758460241019,0.5334140755086201,1.7822030459927019,3.0428532437970786,0.0938632572870689,0.500299879673563,0.06985187043761487,0.2933655566293626,0.30146328882995616,0.24149826597892463
1458,166.3746314732081,0.10003442807921133,0.1037137510995377,0.1000024932318668,0.3812980080090497,2.3655535882784777,2.1644384041889033,0.07044937958354673,0.5898026897396683,0.26275249005279566,0.266835493961673,0.4120925575608549,0.2455777044326392
1327,167.6143608408313,0.10653877190854981,0.10012895217472385,0.10004560782448617,0.73572374648664,2.5199547403586404,2.1382115420579524,0.12770552868757626,0.5823915482329057,0.20701229453598885,0.24496525429334218,0.1663306267285866,0.21193438646417637
1112,167.79532014113187,0.1088395332304608,0.10008898759982479,0.10319229216497951,0.5483018415469887,2.8315644191772282,1.9123122216692323,0.27903831971973025,0.5840936482468774,0.1512706708656863,0.24483138213061728,0.03924641419177351,0.18704697606516285
1307,168.15528875120833,0.10037241945245698,0.10383845360465863,0.10179677252527938,0.8768319532273287,2.540589366589728,2.3335545013026033,0.06280911038718535,0.5902256982201722,0.20516787068269027,0.25552459112171794,0.13440422056490842,0.2347629743748283
807,168.760515160116,0.10055832980562739,0.10030099593146331,0.10294176073140372,0.4595319493154889,2.5890237916663335,1.7233254789858647,0.33451060496393054,0.6027202747206667,0.2182977611939148,0.2985544252357605,0.0194834606066739,0.22617487930688032
788,169.0555031072853,0.10015601562973414,0.10386551666573907,0.10281150995769929,0.6028010705312155,2.7931999235634493,1.9313337245372646,0.29818456511770974,0.6307094550172753,0.2443557880369903,0.25718405132256394,0.09523995561193745,0.24154709803783797
1461,169.37919049732486,0.10611218186017357,0.11042898337909385,0.10194185484392533,0.4281051766867176,2.060375182423793,2.3249357856039365,0.05735651812593776,0.5416646173263906,0.16098634231391534,0.2717100667125623,0.4386321218960512,0.23015322932655663
820,170.25611340109896,0.10010149708823378,0.10337839181599898,0.10016418672669036,0.40702162158297184,2.574894390767079,1.9044659921449458,0.7315637172743776,0.5909253107770612,0.20939058168889457,0.3104738881459194,0.07681347058566781,0.23193929418930653
1172,170.45219156304864,0.10015064782665774,0.10734181306415057,0.10001029174858676,0.0034181383866822568,2.8505721976119442,2.0291182004424297,0.5679040076552205,0.5622536458919484,0.1264587420317247,0.29546183047612185,0.030290666238540473,0.16824272215488617
1302,170.9007333653417,0.10012267413978664,0.10009180163652451,0.10000380171502096,0.6912975207151477,2.6279455743309406,2.112435352334013,0.22047291348041176,0.5896137922084238,0.21826175632364267,0.25264193627520276,0.13263397734239007,0.22814333211772742
1443,171.0026774730555,0.1068713026460122,0.10352074933742225,0.10001388670729239,0.6213408585945955,2.1294782592974464,2.0701192295955,0.23352025016547648,0.5644592298410948,0.2163498696900112,0.2638042167467297,0.1044219496863286,0.2116491230734882
1404,171.12220891807593,0.10012275614945793,0.10369115021097881,0.10012551407726601,0.5223435067115152,2.030804631364528,2.0245237521731787,0.07698534495560866,0.5887306486610666,0.23085996633498385,0.1350022889053195,0.1821647600142378,0.22044302191936044
787,171.2378277354351,0.1001651350315887,0.10020674114881774,0.10292011834083177,0.6174721514583126,2.6043177991923496,1.9675254169724048,0.30179065717750964,0.6019445141107687,0.26015169320269516,0.27315649025536837,0.11390935092549132,0.23726049034266047
1294,171.9851227107473,0.100253914159338,0.11571671525266322,0.10375070203675209,0.568962765127996,2.7713079547811024,1.9316866465906852,0.25099098415615423,0.5196167402322449,0.20997398211582374,0.2277044179483316,0.04642651722354975,0.2184402344899976
1298,172.09668095578883,0.10039038648545169,0.10447667976782435,0.10324452827427634,0.641499400242676,2.6905728245898164,1.9822296185226553,0.1952254646687946,0.6028256092802615,0.2369523872242169,0.28750662914774955,0.10943845295706953,0.2343353159375171
1030,172.11405749359523,0.11093411023268443,0.10041560312045618,0.10004141147395883,0.397055436188673,2.5195503876771856,1.8556224326028248,0.5438417126711409,0.6147801621333087,0.19961100673769872,0.3383951775613261,0.04167735115030102,0.22330385937923813
1324,172.1166333015347,0.10040050241568406,0.10013124674166207,0.10230403318379072,0.5868207740961209,2.701352096896756,2.2670594456597377,0.46575866001451494,0.5528620121167664,0.21399174810047245,0.21196957408619405,0.12218734615373458,0.2405012940063156
403,172.14834719942118,0.10039063862666929,0.10071566003863608,0.10002178152041973,0.41179325699037417,2.139239888628051,0.7198342174915036,1.6062278865141437,0.5740296509032864,0.3886091028327473,0.45189277148482243,0.22975256844155875,0.20365494792195216
1041,173.00256595837226,0.10000835322432668,0.10694095941064402,0.10013389484878647,0.19218702734859128,2.321816329194801,1.772532159611475,0.26987740112669106,0.5930340670908394,0.18257947532900362,0.3508081117727998,0.09229775884729093,0.24135248110187513
1255,173.3799054310272,0.10663221701143541,0.10356256547089808,0.10216137381579765,0.6922133349340542,0.30149057014673963,1.947720417763731,0.21860959461363982,0.5447937760963066,0.1630280163860815,0.2514708038826238,0.02181227598704548,0.14584394628253342
1431,173.68800214666476,0.10010321969469846,0.10560076569860956,0.10191391802756795,0.44685963813623714,2.538785383200567,1.8112702550482052,0.10779115650066823,0.742179745975822,0.21841097127946846,0.2701034797665863,0.09103336680709909,0.23745740573681978
1305,173.86164284717304,0.1003930266092229,0.10000108221466954,0.1012325826552478,0.933513448659038,2.5080818570477725,2.2187222335241463,0.14430451063757657,0.575188753637946,0.20891059044217497,0.2470895818416654,0.15024793904448872,0.22941286235348557
835,173.95270202493086,0.10014542017140429,0.10030877066908875,0.1001215274126037,0.3083436498777048,2.533511587219704,1.9637313289236993,0.4369077997052509,0.6534758669032235,0.19731054771003495,0.33397314789351856,0.05692917537415776,0.233355489832581
605,174.19454239917428,0.10019656975262753,0.10003384528131683,0.10484875451506873,0.6551897876620622,2.453567605444831,0.13250531791941556,1.3810369089352406,0.5000259087162573,0.32189033869118544,0.33828927469161163,0.2379130002387092,0.23746920514545672
786,174.41901297997217,0.10672211905094847,0.10006318014544788,0.10361686581379868,0.6745084179203138,2.4542143350389107,1.962005607979877,0.33701961218483345,0.6005451293861404,0.263870271208928,0.27857116839226403,0.1647858146833408,0.245323737189302
1235,174.44746147300967,0.10033554294978446,0.1000279871179949,0.1000303500334738,0.5543247256773854,2.9463990562141227,1.8566322205120616,0.5143544549593883,0.6096346642903414,0.009908913626646788,0.23650757917898543,0.05373277033323925,0.1717464784132719
1465,174.5182217640433,0.11573565498584772,0.1036444872104429,0.1019904706894786,0.3534483735459167,2.280198599152964,2.3261665648886742,0.002732721460357135,0.5544681086584667,0.17714188425536267,0.1329043422375741,0.4499278929365339,0.24970703426584234
1316,174.579776068902,0.10021052883535818,0.10663316525751379,0.10848766930376641,0.7680636002213088,2.45597014201991,1.830954698826354,0.1732366945966941,0.5817392805678694,0.17679361714939315,0.23538513850013637,0.10929518057536418,0.22064385200174597
816,174.59920530898995,0.11402505960717134,0.10470961378070595,0.10364974108262837,0.48223763359676947,3.0316993538835497,1.84557087383993,0.541991490839491,0.5800415844749618,0.23577758642920346,0.27618022303261497,0.0009889316919162588,0.23619675351980673
1038,175.01064860991005,0.10006615240820259,0.10015443212135046,0.10005570185481029,0.5786494038675153,2.3853167980972216,1.7228421777342997,0.5919769609414565,0.6122207575866833,0.24005007057966465,0.2998113773737038,0.018745653922008203,0.22528749010483368
665,175.12539412665728,0.10004705551446069,0.10033741246450069,0.10479108373465501,0.9496543512840597,2.3003249920437168,0.5713282173815384,0.3000907711845089,0.5933534977627178,0.26623326377172973,0.4905419301151686,0.19628516562816384,0.19544878261169563
1303,175.12696636167428,0.100071384457285,0.10001175709579471,0.10000860113539811,0.7458269160472768,2.787153507670489,2.1550524888568203,0.09824432168430511,0.5867843917249836,0.21598563382475297,0.2513900978719657,0.1448537732938449,0.22799837650854388
1319,175.17741917025504,0.11351054522509497,0.10362076309251539,0.10009107245394888,0.9925695989630703,2.3001926310581924,2.79909392544346,0.3766278531906133,0.5735166381258068,0.17202538289470656,0.27425711868826563,0.07958225717123442,0.2369226468502138
895,175.2611405735268,0.10017782855832016,0.10003698288096312,0.10011417711182809,0.10653761699239334,2.752363424773173,2.341716684522422,0.0671995079885167,0.5792638065540994,0.1439086338165007,0.26005608171489275,0.04066407425955823,0.23203321678638741
1025,175.57249296337275,0.10006439790943525,0.10422024378658695,0.10131663418712995,0.2948604144157594,2.5651806242143187,1.9049243244836136,0.41011461945300265,0.6533698111817571,0.20653093038896553,0.3040277963116844,0.0351323247136702,0.23852482380232262
1129,175.7213181417375,0.10009193977307417,0.1000414877532111,0.10356818854732723,0.5331968571934025,2.962441313279395,2.5308585087320683,0.3050818973798354,0.5743596089845446,0.10017650033586742,0.16323678927961638,0.009610007143369475,0.21560368126202809
1026,175.8293198515437,0.10264551793898036,0.1031246342733019,0.10192058112175652,0.4314226097244519,2.671480012757572,2.004424288539879,0.45259845856123043,0.6447778372159063,0.1944134439412643,0.33657826304570915,0.049922744131511654,0.23228050453732849
1039,175.93161754405946,0.10642913843657072,0.10017439548664264,0.10020491818886555,0.4732661881546822,2.6288869935291057,1.924009364627155,0.40436429383356765,0.6390823112344487,0.15200514125920866,0.3267464296568843,0.08143883068682074,0.23083020432850718
1028,176.31460572459662,0.10347816038070809,0.10061142331224668,0.10003181065601766,0.13749549322253385,2.4992422172763544,2.120187299105541,0.4591603552368956,0.6646029630519714,0.19038259838054045,0.28892443487785374,0.06973473376426052,0.23463529436575356
1245,176.47104894229747,0.10009399596020704,0.10482642407408876,0.10403578843019819,0.1598240367272242,2.7585186518780587,2.1408660577131844,0.6262070705651793,0.6213319076764481,0.18455115128648403,0.15539096316346446,0.05927990266075066,0.12050703305372801
1429,176.60760242987422,0.1038673128327152,0.1000015867279438,0.10001417812859521,0.8705389466464748,2.0547482656448213,2.0946986090446384,0.28701490734043855,0.569520570413554,0.23461120056929272,0.2511966776369031,0.13072470867074776,0.2211851641517812
1134,176.85694928135445,0.10001325571818473,0.11204310564864318,0.10328343181981879,0.6863109300002542,3.0365289712673036,1.8115712377887756,0.00411077398461486,0.5656962241122965,0.13293333856262626,0.2531873578331213,0.4090133402855618,0.24536532799159086
290,176.9621300308445,0.10360817494949708,0.1042064403561418,0.10007828091348217,0.4186111421602534,2.4206439893916407,2.830554091038157,0.0812403210462388,0.5759604472583506,0.06465064530470783,0.41686454873478257,0.2661249458152665,0.19883625599815927
1221,177.3254987731848,0.11840667498502976,0.10778982355164093,0.10000026861281848,0.12654506121973358,2.7972968894649632,2.176814922702203,0.9485903712537234,0.582618291950924,0.12270502839001239,0.272776247012819,0.06947270547732635,0.1782141922609717
1315,177.36487132326957,0.113156259334279,0.10001956856552763,0.10018040038756718,0.6299179473130068,2.712651256251815,2.040889577575395,0.12739797319523222,0.5981998862694414,0.23224504239582644,0.2249145558141418,0.10189994689382621,0.2223878901459763
916,177.37045817362238,0.10831062395580975,0.10412123281649925,0.10185509812309163,0.5301898890266601,2.3631360954990424,1.8108441820501464,0.8636491958534865,0.6024714704968144,0.22897912378250623,0.22441726756994465,0.08335906938010965,0.19981695686007536
